Box Number,Folder Number,Date (YYYY/MM/DD),Letter_ID,I Tatti file name(s),sender,recipient,Letterhead,"Location Written (city, state)",Location Written (country),I Tatti Sheet Number(s),I Tatti Letter Number,Number of Pages,Number of Images,Notes,Accompanying Material,"Subject -- People (Last Name, First Name)",Subjects,Letters Contents,"Name of Transcriber 1 (Last Name, First Name)",Transcriber 1 Initials,Date Claimed (YYYY/MM/DD),Date Completed (YYYY/MM/DD),"Name of Transcriber 2 (Last Name, First Name)",Transcriber 2 Initials,Date Claimed (YYYY/MM/DD),Date Completed (YYYY/MM/DD),Date Finalized (YYYY/MM/DD),
61,20,1914_04_25_26,00312,"32044150448785_017, 32044150448785_018, 32044150448785_019, 32044150448785_020, 32044150448785_021, 32044150448785_022, 32044150448785_023, 32044150448785_024, 32044150448785_025, 32044150448785_026","Greene, Belle da Costa","Berenson, Bernard",104 EAST FORTIETH STREET,"New York, NY",United States,564a–568e,1914-51,15,10,"""1914"" written by BB; letter written almost entirely in pencil",,"Ross, Denman; Sirén, Osvald; Perkins, Frederick Mason; Bacon, Edward R.; Gardner, Isabella Stewart; Fry, Roger; Meyer, Eugene; Meyer, Agnes; Borenius, Tancred; Gimpel, René; Johnson, John Graver; Venturi, Lionello; Kahn, Addie Wolff; Fairbanks, Arthur; Read, Charles Hercules; Huntington, Henry E.; Duveen, Joseph",BG's social world; art dealing; cultural institutions; private collections,"BG recounting lunch with Sirén and the Meyers and their discussions of BB, resulting in BG hating and never wanting to see Sirén again; Sirén's negative thoughts on Agnes Meyer; Sirén close with Mrs. Otto Kahn lately; contains a postscript written the next morning, when BG is calmer and less angry","Mohite, Sam",SM,2024/2/21,2024/2/26,"Palmer, Philip",PSP,2024/08/26,2024/08/26,2024/08/26,
61,20,1914_04_27,00313,"32044150448785_027, 32044150448785_028","Greene, Belle da Costa","Berenson, Bernard",104 EAST FORTIETH STREET,"New York, NY",United States,569,1914-52,3,2,"""1914"" written in pencil (not by BB)",,"Menken, Gretchen (von Briesen); Meyer, Agnes; Gayley, James; Menken, Solomon Stanwood; Laufer, Berthold; Thurston, Ada; Hale, Marie Louise Gibson",BG's social world; scholarship; private collections; Chinese art,dinner with the Stanwood Menken’s and James Gayley; lunch with Ada Thurston at the Woman’s University Club; BG plans to move to the country in May (for the summer); BG sending BB catalogues; Laufer's book on early jade,"Mohite, Sam",SM,2024/2/26,2024/2/26,"Palmer, Philip",PSP,2024/08/26,2024/08/26,2024/08/26,
61,20,1914_04_28_29_30,00314,"32044150448785_029, 32044150448785_030, 32044150448785_031, 32044150448785_032, 32044150448785_033, 32044150448785_034, 32044150448785_035, 32044150448785_036, 32044150448785_037, 32044150448785_038, 32044150448785_039, 32044150448785_040, 32044150448785_041, 32044150448785_042","Greene, Belle da Costa","Berenson, Bernard",104 EAST FORTIETH STREET,"New York, NY",United States,570a–576e,1914-53; 1914-54,21,14,"""1914"" written by BB; at the end of the 4/28 letter BG writes ""until tomorrow,"" suggesting that she kept the letter open for the content written on 4/29–30 and 5/1. 1914-53 and 1914-54, in other words, should be regarded as a single letter",Originally enclosing a short letter from Read to BG,"Kennerley, Mitchell; Warner, Langdon; Yeats, William Butler (W.B.); Bourgeois, Stephen; Kahn, Addie Wolff; Sirén, Osvald; Morgan, J. Pierpont; Johnstone, Lady Antoinette; Read, Charles Hercules; Binyon, Laurence; Duveen, Joseph; Worch, Edgar; Wilson, Woodrow; Lodge, John Ellerton; Murray, Charles Fairfax; Wilson, Ellen Axson; Ross, Denman; Morgan, J. Pierpont, Jr.; Valentiner, Wilhelm; Gimpel, René; Genthe, Arnold; Meyer, Agnes; Quinn, John; Placci, Carlo; Deval, Edmund; Guinness, May; Whiteside, Eleanor Anne Shattuck; Vaughan, Mrs.; Ryan, Thomas Fortune; Bahr, Abel William",BG's social world; art dealing; library work; Chinese art; Persian art; cultural institutions; modern art; French art; Spanish art; British art; drama,"BG at the library at night writing letters; BG received charming letters from Lodge; shoals of people at the Library; BG agrees to do commencement speech for Adelphi College for Women; convinces Ada Thurston to give commencement address at Vassar College; Duveen thinks he will be able to purchase the Morgan collection from Jack; tea with Mrs. Kearney Warren, friend of JPM; boring lunch with “Feminists” at the Colony Club; dinner with Genthe and the horrible portrait of him by Mrs. Guinness; Foucher books on Buddhist iconography; long letter from Murray; Read sent BG Han pottery camel; BG redid library room at home; lunch with Mrs. Whiteside of Boston at the Colony Club; BG turns Gimpel against Sirén; art and book collections of John Quinn, his closeness with Yeats; Quinn collecting Matisse, Picasso, Picabia, Cezanne, Manet, Puvis de Chavannes, Charles Shannon, Augustus John, Jacob Eppstein, and Brancusi; Quinn's Chinese paintings; Quinn's book collection including modern authors like Moore, Yeats, Conrad, and Masefield, including all of Conrad's manuscripts; BG attends a ""moving picture tea""; George Bernard Shaw's Man and Superman (1903)","Mohite, Sam",SM,2024/2/27,2024/2/28,"Palmer, Philip",PSP,2024/08/26,2024/08/26,2024/08/26,
62,01,1914_05_02_03_04_05,00315,"32044150448793_001, 32044150448793_002, 32044150448793_003, 32044150448793_004, 32044150448793_005, 32044150448793_006","Greene, Belle da Costa","Berenson, Bernard",104 EAST FORTIETH STREET,"New York, NY",United States,1a–3c,1914-55,8,6,"""1914"" written in pencil (not by BB); same hand has crossed out ""2"" in ""May 2"" and written in pencil ""1""",,"Harrison, Ethel; Read, Charles Hercules; Murray, Charles Fairfax; Raphael, Oscar Charles; Whitman, Charles Seymour; Kennerley, Mitchell; Bing, Marcel; Rosenberg, Léonce; Meyer, Agnes; Whitman, Olive Hitchcock; Mitchel, Olive Child; Mitchel, John Purroy; Morgan, J. Pierpont, Jr.",BG's social world; library work; current events; Chinese art; British literature,"Charles Whitman, as DA, comments on case of Charles Becker; photographs from BB of his seated Buddha statue; bronze vessel; The Museum of Natural History; Kennerley reading to BG John Keats, Percy Bysshe Shelley, and Robert Bridges","Braccia, Zoe",ZEB,2020/07/28,2020/07/28,"Pellegrino, Serena",SP,2021/05/06,2021/05/10,2024/08/21,
62,01,1914_05_06_07_08,00316,"32044150448793_007, 32044150448793_008, 32044150448793_009, 32044150448793_010, 32044150448793_011, 32044150448793_012, 32044150448793_013, 32044150448793_014, 32044150448793_015, 32044150448793_016, 32044150448793_017, 32044150448793_018, 32044150448793_019, 32044150448793_020, 32044150448793_021","Greene, Belle da Costa","Berenson, Bernard",104 EAST FORTIETH STREET,"New York, NY",United States,"4a, 5b, 6c, 7d, 8e, 9f, 10g, 11h",1914-56,22,15,"""1914"" written in later hand","Originally enclosed with letter BG wrote to Agnes Meyer that she instructs BB to ""please tear up""","Read, Charles Hercules; Morgan, Jack; Murray, Charles Fairfax; Meyer-Riefstahl, Rudolph; Seligmann, Jacques; Duveens; Meyer, Agnes; Thurston, Ada; Hyvernat, Henri; Ryan, John Barry; Robinson, Edward; Meyer, Eugene; Freer, Charles Lang",BG's social world; library work; weather; early printed books,The Arthur Sambon Collection (now at The Isabella Stewart Gardener Museum); gossip about Agnes Meyer; early printed books; Paul Cézanne; BG's quick temper; BB's Chinese art collection,"Braccia, Zoe",ZEB,2020/08/19,2020/08/26,"Pellegrino, Serena",SP,2021/05/10,2021/05/11,2024/08/26,
62,01,1914_05_09_10_11_12,00317,"32044150448793_022, 32044150448793_023, 32044150448793_024, 
32044150448793_025, 32044150448793_026, 32044150448793_027, 
32044150448793_028, 32044150448793_029, 32044150448793_030, 
32044150448793_031, 32044150448793_032, 32044150448793_033","Greene, Belle da Costa","Berenson, Bernard",104 EAST FORTIETH STREET,"New York, NY",United States,12a–17f,1914-57,18,12,"""Agoness"" identified in this letter as Agnes Meyer",,"Read, Charles Hercules; Murray, Charles Fairfax; Raphael, Oscar Charles; Kennerley, Mitchell; Robinson, Edward; Meyer, Eugene; Meyer, Agnes; Johnson, John Graver; Mortimer, Sr., Stanley G.; Winthrops; Mr. Grenville W.; Valentiner, Wilhelm",BG's social world; cultural institutions; art dealing,Pre-Raphaelite Art; Chinese Art; British Museum; Altman Collection,"Palmer, Philip",PSP,2020/10/13,2020/10/15,"Mohite, Sam",SM,2024/08/26,2024/08/26,2024/08/26,
62,01,1914_05_13_14_15,00318,"32044150448793_034, 32044150448793_035, 32044150448793_036, 
32044150448793_037, 32044150448793_038, 32044150448793_039, 
32044150448793_040, 32044150448793_041, 32044150448793_042, 
32044150448793_043, 32044150448793_044, 32044150448793_045","Greene, Belle da Costa","Berenson, Bernard",104 EAST FORTIETH STREET,"New York, NY",United States,18a–23f,1914-58,18,12,,,"Nicols, Rose; Freer, Charles Lang; Meyer, Agnes; Mortimer, Sr., Stanley G.; Murray, Charles Fairfax; Winthrops; Whitmans; Whitehouses; Read, Charles Hercules; Raphael, Oscar; Valentiner, Wilhelm; Taylor, Josephine; Knaublach, Mary; Stein, Gertrude; Stein, Leo; Kinnerley, Mitchell; John and Mrs. Ryan",BG's social world; cultural institutions; South American art; Italian art,Pre-Raphaelite Art; Metropolitan Museum of Art; Chinese Art; American Museum of Natural History; Mayan Art and Artifacts; Italian Art,"Palmer, Philip",PSP,2020/10/19,2020/10/20,"Mohite, Sam",SM,2024/08/26,2024/08/26,2024/08/26,
62,02,1914_05_16_18_19_20_21_22,00319,"32044150448801_048, 32044150448801_049, 32044150448801_050, 32044150448801_051, 32044150448801_052, 32044150448801_053, 32044150448801_054, 32044150448801_055, 32044150448801_056, 32044150448801_057, 32044150448801_058, 32044150448801_059, 32044150448801_060, 32044150448801_061","Greene, Belle da Costa","Berenson, Bernard",219 MADISON AVENUE,"New York, NY",United States,"24a–25b, 26a–30e",1914-59; 1914-60,21,14,"Letterhead struckthrough; sheet 26a labeled with new letter # (1914-60), but here the letter actually continues 1914-59",,"Read, Charles Hercules; Thurston, Ada; Murray, Charles Fairfax; Miller, Martha; Faust, Nancy; Greene, Genevieve Ida Van Vliet Fleet; Oakley, Ethel Alice Greener; Harvey, Theodora Greener Leveridge; Kennerley, Mitchell; Meyer, Agnes; Benson, Robert; Agnew; Mr. or Mrs. Fields; Meyer, Eugene; Grinnell; Burgess, Gellet; Worch, Edgar",BG's social world; library work; art dealing,"Recount of dinner and dance at BG's home; birthday party for Mother; BB's opinion respected more by Agnew over Murray's; Worch's pottery; ""awfully stupid"" dinner at Raphael's; Murray's catalogue of Paris sale ","Palmer, Philip",PSP,2020/10/26,2020/10/27,"Mohite, Sam",SM,2024/08/26,2024/08/27,2024/08/27,
62,02,1914_05_23_24,00320,"32044150448801_010, 32044150448801_011, 32044150448801_012, 32044150448801_013, 32044150448801_014, 32044150448801_015, 32044150448801_016, 32044150448801_017","Greene, Belle da Costa","Berenson, Bernard",33 EAST 36TH STREET NEW YORK,"New York, NY",United States,31-34,1914-61,8,8,,"contains the folowing reference: ""I sent the clipping to Mather & enclose his reply."" ","Meyer, Agnes; Mather, Frank Jewett; Thurston, Ada; Murray, Charles Fairfax; Read, Charles Hercules; Morgan, J. Pierpont, Jr.",,"Vassar College; Read's love letters to BG; BG falling ""desperately in love"" with younger women; Corsair; SS Vaterland (also known as SS Leviathan)","Fletcher, Meghan",MF,2020/08/24,2020/08/24,"Pellegrino, Serena",SP,2021/05/26,2021/05/26,2024/08/20,
62,02,1914_05_26,00321,32044150448801_062,"Berenson, Bernard","Greene, Belle da Costa",,,,59,,1,1,"seems to be an enclosure, but none of the letters in this folder mention enclosures matching this particular document; ""May 26, 1914"" written in an unknown hand; ""in letter to B.G."" in BB's hand",,,Italian art; scholarship; Indian art,"BB's North Italian Painters of the Renaissance; Cosimo Tura; ""pliant"" nature of Indian art, ""the only monumental art known to me that is frankly and simply erotic""","Palmer, Philip",PSP,2024/02/29,2024/02/29,"Palmer, Philip",PSP,2024/02/29,2024/02/29,2024/02/29,
62,02,1914_05_26_27_28_29,00322,"32044150448801_018, 32044150448801_019, 32044150448801_020, 32044150448801_021, 32044150448801_022, 32044150448801_023, 32044150448801_024, 32044150448801_025, 32044150448801_026, 32044150448801_027, 32044150448801_028, 32044150448801_029, 32044150448801_030, 32044150448801_031, 32044150448801_032, 32044150448801_033, 32044150448801_034, 32044150448801_035, 32044150448801_036, 32044150448801_037, 32044150448801_038, 32044150448801_039, 32044150448801_040, 32044150448801_041, 32044150448801_042, 32044150448801_043, 32044150448801_044, 32044150448801_045, 32044150448801_046, 32044150448801_047","Greene, Belle da Costa","Berenson, Bernard",33 EAST 36TH STREET NEW YORK,"New York, NY",United States,35–49,1914-62,30,30,,,"Murray, Charles Fairfax; Morgan, J. Pierpont, Jr.; Seligmann, Jacques; Duveen, Joseph; Read, Charles Hercules; Meyer, Agnes; Kennerley, Mitchell; Furst, Nancy Ashton; Altman, Benjamin; Blumenthal, George; Steele, Fletcher; Ross, Denman; Furst, Nancy Ashton; Agnew, William Lockett; Robinson, Edward; Frick, Henry Clay; Johnson, John Graver; Widener, Joseph E.; Crowninshield, Frank; Hogue, Helen; Bode, Wilhelm von; Raphael, Oscar Charles; Wildenstein, Nathan; Gimpel, René; Steele, John Fletcher; Meyer, Eugene; Truesdale, Annie Topping; Truesdale, William",Italian art; cultural institutions; drama; art dealing; BG leisure activities; BG's social world,"SS Vaterland; Murray's portraits of Nancy Furst; allusion to Domenico Ghirlandaio, Portrait of Giovanna Tornabuoni (Thyssen-Bornemisza National Museum Madrid); University of Edinburgh; BG ordering expensive items at dinner with Read; Metropolitan Museum of Art; The Beauty Sleep (play); Raymond Hitchcock performance; dinner at Delmonico's","Bleznick, Alison",AB,2021/02/23,2021/02/26,"Pellegrino, Serena",SP,2021/05/26,2021/05/28,2024/08/26,
62,02,1914_05_30_31_06_01_02_03,00323,"32044150448801_001, 32044150448801_002, 32044150448801_003, 32044150448801_004, 32044150448801_005, 32044150448801_006, 32044150448801_007, 32044150448801_008, 32044150448801_009","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,50a–58i,1914-63,18,9,"""1914"" written by BB",,"Murray, Charles Fairfax; Morgan, J. Pierpont; Read, Charles Hercules; Meyer, Eugene; Meyer, Agnes; Morgan, J. Pierpont, Jr.; Gleim, Mr. and Mrs.; Morgan, Junius Spencer; Thurston, Ada; Guest, Ivor (Viscount Wimborne); Pratt, Frederick; Johnstone, Lady Antoinette; Guthrie, Mrs.; De Wolfe, Elsie; Morgan, Anne; Marbury, Elisabeth; Castellane, Marie Ernest Paul Boniface de; Raphael, Oscar Charles; Truesdale, Annie Topping; Truesdale, William; Lockett, Vivian",BG's social world; BG's leisure activities; acquisitions; early printed books,"Labor Day picnics in NYC; Greek theatre at Mt. Kisco; BG racing Eugene Meyer in her car, frightening Read; BG wants Jack Morgan to purchase the Pembroke Library, for sale at Sotheby's and containing many Caxton volumes; The Brooklyn Museum; The Piping Rock Club; RMS Olympic; RMS Carmania","Bleznick, Alison",AB,2021/02/23,2021/03/01,"Pellegrino, Serena",SP,2021/05/29,2021/06/04,2024/08/26,
62,03,1914_06_04_05_06_08_09,00324,"32044150448827_003, 32044150448827_004, 32044150448827_005, 32044150448827_006, 32044150448827_007, 32044150448827_008, 32044150448827_009, 32044150448827_010, 32044150448827_011, 32044150448827_012, 32044150448827_013, 32044150448827_014, 32044150448827_015, 32044150448827_016, 32044150448827_017 ","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,61a–75r ,1914-64,29,15,"""1914"" written in pencil (not by BB)",,"Morgan, Junius Spencer; Read, Charles Hercules; Meyer, Eugene; Wharton, Edith; Ross, Denman; Murray, Charles Fairfax; Holland, Henry; Russell, Bertrand; Watson, Graham; Ruutz-Rees, Caroline; Freer, Charles Lang; Faulkner, Barry; Manship, Paul; Raphael, Oscar Charles; Steele, John Fletcher; Post, Chandler Rathfon; Higginson; Morgan, J. Pierpont, Jr.; Guinness, May",drama; BG's social world; scholarship; Chinese art; BG's travel; private collections,"George M. Cohen, The Seven Keys to Baldpate (play; 1913); Jardin de Danse at the New York Theatre; Buddhist art history; Albert Grunwedel, Budhistische Kunst in Indien (1900); Read visit to New York; BG's visit to Rosemary Hall, an all-girls school; BG's wish to travel to China or Europe; Goloubew collection","Foner, Daria",DRF,2020/06/15,2020/07/15,"Palmer, Philip",PSP,2024/08/26,2024/08/26,2024/08/26,
62,03,1914_06_05,00325,"32044150448827_001, 32044150448827_002","Morgan, Junius","Greene, Belle da Costa",,"Detroit, MI",United States,60,,1,2,"Postcard sent by Junius Spencer Morgan to Belle Greene depicting Campus Martius, Detroit, Mich.",,"Morgan, Junius Spencer; Freer, Charles Lang; Thurston, Ada",private collections,"Freer's collection in Detroit; Freer's messages to BG that should be on ""an asbestos card""","Foner, Daria",DRF,2020/06/15,2020/07/26,"Palmer, Philip",PSP,2024/08/26,2024/08/26,2024/08/26,
62,03,1914_06_10_11_12,00326,"32044150448827_018, 32044150448827_019, 32044150448827_020, 32044150448827_021","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,76a–79d,1914-65,8,4,"""1914"" written in pencil (not by BB)",Originally enclosing a letter from Agnes Meyer,"Burgess, Gelett; Kennerley, Mitchell; Seligmann, Jacques; Morgan, J. Pierpont, Jr.; Meyer, Agnes; Meyer, Eugene",early printed books; acquisitions; BG's social world,Pembroke Library books,"Foner, Daria",DRF,2020/06/15,2020/07/26,"Palmer, Philip",PSP,2024/08/26,2024/08/26,2024/08/26,
62,03,1914_06_13_14_15,00327,"32044150448827_022, 32044150448827_023, 32044150448827_024, 32044150448827_025, 32044150448827_026, 32044150448827_027, 32044150448827_028, 32044150448827_029, 32044150448827_030, 32044150448827_031, 32044150448827_032","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,80a–90m,1914-66,21,11,"""1914"" written by BB",,"Meyer, Eugene; Morgan, Jack; Knoblauch, Charles; Burroughs, Bryson; Read, Charles Hercules; Murray, Charles Fairfax;  Duveen, Joseph; Meyer, Agnes;  Blumenthal, Florence Meyer; Morgan, J. Pierpont, Jr.; Ryan, Thomas Fortune; Taylor, Mrs.; Burroughs, Bryson; Lydig, Rita de Acosta",modern art; BG's social world; acquisitions; early printed books,"Gabriele d'Annunzio's film Cabiria; banquet at the Ritz; English vs. American polo match; Jack Morgan not supportive of new acquisitions for the Library; Pembroke Library sale; Agnes Meyer's affair; Futurist art corrupting Agnes Meyer, in BG's opinion","Pellegrino, Serena ",SP,2021/03/01,2021/03/03,"Palmer, Philip",PSP,2024/08/26,2024/08/26,2024/08/26,
62,03,1914_06_17_18,00328,"32044150448827_033, 32044150448827_034, 32044150448827_035, 32044150448827_036, 32044150448827_037, 32044150448827_038, 32044150448827_039, 32044150448827_040, 32044150448827_041, 32044150448827_042, 32044150448827_043, 32044150448827_044, 32044150448827_045, 32044150448827_046","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,91a–104p,1914-67,28,14,"""1914"" written by BB",,"Meyer, Eugene; Read, Charles Hercules; Morgan, J. Pierpont, Jr.; Meyer, Agnes; Murray, Charles Fairfax; Thurston, Ada; Truesdale, William; Johnstone, Lady Antoinette; Rey, Emile; Seligmann, Arnold; Freer, Charles Lang; Berenson, Mary; Eames, Wilberforce; Truesdale, Annie Topping; Agnew, William Lockett; Raphael, Oscar Charles; Rives, George L.; Worch, Edgar; Laufer, Berthold",Dutch art; current events; politics; cultural institutions; Chinese art; art dealing; Persian art; Medieval and Renaissance manuscripts; private collections; Armenian art,"Rembrandt, Portrait of His Brother; Federation of Women’s Clubs, Chicago; BG's resistance to women's suffrage/feminism; Ku-Kai-Chi (also known as Gu Kaizhi), Admonitions Scroll (British Museum, 1903,0408.0,1); jade; Jack wanting to sell JPM art collection at auction; London; valuation of JPM art collection; Read's crush on BG; Berlin museum and private collections; Kaiser-Friedrich-Museum; Enno collection; Freer collection; Fairfax Murray collection sale catalogue; women's suffrage; Greenwich; BB sends BG photographs of his collection of paintings, Persian miniatures, and Armenian leaves","Pellegrino, Serena",SP,2021/03/04,2021/03/06,"Foner, Daria Rose",DRF,2021/06/22,2021/06/22,2024/08/26,
62,03,1914_06_19,00329,"32044150448827_047, 32044150448827_048","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,105q–106r,,4,2,,,"Truesdale, William; Whitman, Charles Seymour; Morgan, J. Pierpont, Jr.; Read, Charles Hercules",current events; politics,New York governor race; long letter from Read,"Palmer, Philip",PSP,2024/06/11,2024/06/11,"Palmer, Philip",PSP,2024/06/11,2024/06/11,2024/06/11,
62,03,1914_06_20_22,00330,"32044150448827_049, 32044150448827_050, 32044150448827_051, 32044150448827_052, 32044150448827_053, 32044150448827_054","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,107a–112e,1914-68,11,6,"""1914"" written in blue crayon (possibly BB)","Originally enclosed clipping of ""article about Johnson"" (presumably about the art collector John Graver Johnson)","Meyer, Agnes; Morgan, J. Pierpont; Worch, Edgar; Johnson, John Graver; Greene, Genevieve Ida Van Vliet Fleet",Chinese art; Italian art; private collections; British literature; BG's travel,"XVIII century jade carving; The Brearley School; BG enjoying reading W. Compton Leith, Sirenica (her copy is ARC 654); Primal Law (unknown author); BG's travel plans for Europe","Fletcher, Meghan",MF,2020/08/24,2020/08/24,"Pellegrino, Serena",SP,2021/05/11,2021/05/11,2024/08/26,
62,03,1914_06_24_25_26,00331,"32044150448827_055, 32044150448827_056, 32044150448827_057, 32044150448827_058, 32044150448827_059, 32044150448827_060, 32044150448827_061, 32044150448827_062, 32044150448827_063, 32044150448827_064","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,113a–122j,1914–69,18,10,"""1914"" written in pencil (not by BB)",,"Duveen, Louis; Murray, Charles Fairfax; Rahir, Édouard; Castellane, Marie Ernest Paul Boniface de; Steichen, Edward; Strong, Eugénie Sellers; Blumenthal, George; Morgan, J. Pierpont; Duveen, Joseph; Morgan, J. Pierpont, Jr.; Blumenthal, Florence Meyer; Meyer, Eugene; Blomeith, Carl; Duveen, Henry; Hahn, Hermann",BG's social world; Chinese art; Italian art; race and ethnicity,"The Larchmont Yacht Club; railroad scandal New Haven; minstrel show; a fire near Green Island, NY; Ottaviano Petrucci; Chinese art; The Petit Palais; 12th century Chinese head; Cufic writing; Johann Wolfgang von Goethe; Egyptian art; Greek art; jade","Pellegrino, Serena",SP,2021/1/13,2021/ 1/ 15,"Mohite, Sam",SM,2024/08/27,2024/08/27,2024/08/27,
62,04,1914_07_01_02_03,00332,"32044150448835_001, 32044150448835_002, 32044150448835_003, 32044150448835_004, 32044150448835_005, 32044150448835_006","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,123a–128f,1914–70,12,6,""", 1914"" written by BB",,"Morgan, Louise Converse; Valentiner, Wilhelm; Duveen, Henry; Morgan, Jane Grew; Read, Charles Hercules; Raphael, Oscar Charles; Murray, Charles Fairfax; Meyer, Agnes; Thurston, Ada; Meyer, Eugene; Cockerell, Sydney; Morgan, J. Pierpont, Jr.; Duveen, Joseph; Morgan, Junius Spencer III; Seligmann, Jacques",BG's social world; cultural institutions; Islamic art; Chinese art,Cufic writing; The Met Museum; The British Museum; RMS Mauretania,"Pellegrino, Serena",SP,2021/1/16,2021/1/17,"Mohite, Sam",SM,2024/08/27,2024/08/27,2024/08/27,
62,04,1914_07_04_05_06,00333,"32044150448835_007, 32044150448835_008, 32044150448835_009, 32044150448835_010, 32044150448835_011, 32044150448835_012, 32044150448835_013, 32044150448835_014","Greene, Belle da Costa","Berenson, Bernard",BUCKWOOD INN SHAWNEE-ON-DELAWARE PENNSYLVANIA,"Shawnee-on-Delaware, Pennsylvania",United States,129a–132d,1914–73,12,8,"""1914"" written in pencil (not by BB)",,"Meyer, Agnes; Duveen, Joseph; Murray, Charles Fairfax; Morgan, J. Pierpont; Meyer, Eugene; Vignier, Charles; Read, Charles Hercules; Burroughs, Bryson; Benson, Robert Henry; Wildenstein, Nathan; Gimpel, René; Dalton, Ormande Maddock; Morgan, J. Pierpont, Jr.; Benson, Robert Henry; Binyon, Laurence; Thurston, Ada; Valentiner, Wilhelm; Bing, Marcel",Chinese art; BG's travel; BG's leisure activities; art dealing; Italian art,"BG traveling to Pennsylvania; BG's annoyed with ""common"" tourists of different nationalities visiting the Delaware Water Gap region; Shawnee Country Club; ""never was a book written so interesting"" as BB's letters; Titian's La Schiavona, attributed to Giorgione by Benson but Titian by BB; figure of a Lo Han at The British Museum; Chinese painting; 9th century head; Goloubew collection; BG in bad mood, hates NY and USA","Pellegrino, Serena",SP,2021/1/17,2021/1/18,"Palmer, Philip",PSP,2024/08/27,2024/08/27,2024/08/27,
62,04,1914_07_07_08,00334,"32044150448835_015, 32044150448835_016, 32044150448835_017, 32044150448835_018, 32044150448835_019, 32044150448835_020, 32044150448835_021, 32044150448835_022","Greene, Belle da Costa","Berenson, Bernard",33 EAST 36TH STREET / NEW YORK,"New York, NY",United States,133-136,1914–74,8,8,""", 1914"" written by BB",,"Meyer, Agnes; Read, Charles Hercules; Blumenthal, Florence Meyer; Glaenzer, Eugene; Seligmann, Jacques; Seligmann, Ella Grünebaum; Rey, Emile; Morgan, Jane Grew; Morgan, J. Pierpont, Jr.; Duveen, Joseph; Reinach, Salomon; Marbury, Elisabeth; Murray, Charles Fairfax",art dealing; French art,"BG apologizing for her previous letter; three ""she no. 2's"" (i.e., lesbians) in the company of Reinach; Boucher painting","Pellegrino, Serena",SP,2021/1/19,2021/1/19,"Palmer, Philip",PSP,2024/08/27,2024/08/27,2024/08/27,
62,04,1914_07_10_11,00335,"32044150448835_023, 32044150448835_024, 32044150448835_025, 32044150448835_026, 32044150448835_027, 32044150448835_028, 32044150448835_029, 32044150448835_030, 32044150448835_031, 32044150448835_032, 32044150448835_033, 32044150448835_034","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,137a–148n,1914-75,24,12,"""1914"" written by BB",,"Morgan, J. Pierpont, Jr.; Duveen, Joseph; Murray, Charles Fairfax; Read, Charles Hercules; Morgan, Junius Spencer; Seligmann, Jacques; Rothschild, Maurice de; Valentiner, Wilhelm; Meyer, Agnes; Agnew, William Lockett; Sambon, Arthur; Meyer-Riefstahl, Rudolph",cultural institutions; French art; Medieval and Renaissance manuscripts; BG's art collection; Persian art; private collections; Chinese art; art dealing,"Art collections on view at Metropolitan Museum; Fragonard panels; Berenson-Fairfax Murray rivalry; ""Hapsburg"" Bookcover (MLM AZ153); frauds in the marktet; jade gift from BB to BG; Persian manuscripts; Goloubew collection","Foner, Daria",DRF,2020/06/15,2020/07/26,"Palmer, Philip",PSP,2024/08/29,2024/08/29,2024/08/29,
62,04,1914_07_13,00336,"32044150448835_035, 32044150448835_036","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,149a; 150b,1914-76,4,2,"""1914"" written in pencil (not by BB)",,"Morgan, J. Pierpont, Jr.; Rey, Emile; Murray, Charles Fairfax; Thurston, Ada; Meyer, Eugene",private collections; Chinese art; British literature,"JPM's collection of Chinese porcelain; appraisal of JPM's collection; jewelry; Ralph Milbanke, Astarte; George Gordon, Lord Byron; Bar Harbor, ME","Pellegrino, Serena",SP,2021/06/04,2021/06/04,"Palmer, Philip",PSP,2023/05/22,2023/05/22,2023/05/22,
